---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
  5.252525252525253e-01,  1.035927195374816e+01
  5.454545454545454e-01,  1.032667138368722e+01
  5.656565656565656e-01,  1.030540712348414e+01
  5.858585858585859e-01,  1.029145390289191e+01
  6.060606060606061e-01,  1.028308876929933e+01
  6.262626262626263e-01,  1.027919485721234e+01
  6.464646464646465e-01,  1.027443901781606e+01
  6.666666666666666e-01,  1.025532199387538e+01
  6.868686868686869e-01,  1.023545946162062e+01
  7.070707070707071e-01,  1.021721592000610e+01
  7.272727272727273e-01,  1.019669901774431e+01
  7.474747474747475e-01,  1.018422747139626e+01
  7.676767676767676e-01,  1.017554860176616e+01
  7.878787878787878e-01,  1.013214856266636e+01
  8.080808080808081e-01,  1.009096408249907e+01
  8.282828282828283e-01,  1.005349960848776e+01
  8.484848484848485e-01,  1.001718004467930e+01
  8.686868686868687e-01,  9.985393428347127e+00
  8.888888888888888e-01,  9.956470839905624e+00
  9.090909090909091e-01,  9.930203423387454e+00
  9.292929292929293e-01,  9.906536616054931e+00
  9.494949494949495e-01,  9.868394121832781e+00
  9.696969696969697e-01,  9.820813637330064e+00
  9.898989898989899e-01,  9.781882406738418e+00
  1.010101010101010e+00,  9.748613618254186e+00
  1.030303030303030e+00,  9.719655902447048e+00
  1.050505050505051e+00,  9.693369945127106e+00
  1.070707070707071e+00,  9.675196729326460e+00
  1.090909090909091e+00,  9.659894505692355e+00
  1.111111111111111e+00,  9.645394470990567e+00
  1.131313131313131e+00,  9.632006490278242e+00
  1.151515151515152e+00,  9.639941004954894e+00
  1.171717171717172e+00,  9.693842007143852e+00
  1.191919191919192e+00,  9.746721281624026e+00
  1.212121212121212e+00,  9.801281733559000e+00
  1.232323232323232e+00,  9.853667687291065e+00
  1.252525252525253e+00,  9.899489630788123e+00
  1.272727272727273e+00,  9.935062828483403e+00
  1.292929292929293e+00,  9.959663868696580e+00
  1.313131313131313e+00,  9.990501279461284e+00
  1.333333333333333e+00,  9.991345457190544e+00
  1.353535353535354e+00,  1.011112333338838e+01
  1.373737373737374e+00,  1.023472642623858e+01
  1.393939393939394e+00,  1.035382023841952e+01
  1.414141414141414e+00,  1.046856010041322e+01
  1.434343434343434e+00,  1.058143077223969e+01
  1.454545454545455e+00,  1.069084636785458e+01
  1.474747474747475e+00,  1.079642174237271e+01
  1.494949494949495e+00,  1.089780901088814e+01
  1.515151515151515e+00,  1.099363208008922e+01
  1.535353535353535e+00,  1.108665819683641e+01
  1.555555555555556e+00,  1.116639627203995e+01
  1.575757575757576e+00,  1.125792097050927e+01
  1.595959595959596e+00,  1.135408880992133e+01
  1.616161616161616e+00,  1.144667745966419e+01
  1.636363636363636e+00,  1.152909979591731e+01
  1.656565656565657e+00,  1.158258902138040e+01
  1.676767676767677e+00,  1.161184869913781e+01
  1.696969696969697e+00,  1.164039806359946e+01
  1.717171717171717e+00,  1.168125558165849e+01
  1.737373737373737e+00,  1.171725186609361e+01
  1.757575757575758e+00,  1.174734530038518e+01
  1.777777777777778e+00,  1.179207495785216e+01
  1.797979797979798e+00,  1.188186678918876e+01
  1.818181818181818e+00,  1.199324573180369e+01
  1.838383838383838e+00,  1.211602092593938e+01
  1.858585858585859e+00,  1.226036925575529e+01
  1.878787878787879e+00,  1.242385269648716e+01
  1.898989898989899e+00,  1.261604115772886e+01
  1.919191919191919e+00,  1.281659080670384e+01
  1.939393939393939e+00,  1.302912747537007e+01
  1.959595959595960e+00,  1.325330209024405e+01
  1.979797979797980e+00,  1.348738317887740e+01
  2.000000000000000e+00,  1.373131190074855e+01
